Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight
1447241003,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,729,60.8
1447398481,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,366,19.54
1447398420,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,539,43.26
1447308592,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,304,9.27
1447241005,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,544,46.35
1447191288,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,679,65.8
1447232831,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,868,101.7
1447377317,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,672,66.8
1447211552,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,890,84.7
1447257266,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,801,78.34
1447365979,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,605,46.35
1447299203,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,897,89.7
1447257425,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,840,83.4
1447260633,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,631,50.68
1447296448,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1287,15.4
1447363577,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3308,48.2
1447320237,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2233,31.26
1447202431,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1276,16.4
1447211553,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1325,14.4
1447219352,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,735,7.7
1447320235,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1294,16.4
1447158020,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,696,6.16
1447260609,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3333,42.2
1447158014,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2928,38.04
1447191275,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1279,14.4
1447170786,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1320,16.4
1447138897,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2285,32.8
1447240999,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1819,23.1
1447320234,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,339,1.54
1447351442,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,4302,66.6
1447381680,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3322,42.2
1447178728,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,781,7.7
1447398417,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3266,43.2
1447191280,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2716,457.16
1447308639,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,1498,245.08
1447155061,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,617,54.52
1447155063,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,898,113.04
1447260619,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,555,56.52
1447398415,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,4377,820.44
1447191291,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,540,60.52
1447202234,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,887,121.04
1447260620,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,1803,302.6
1447143192,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,936,144.88
1447241008,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2040,368.12
1447155059,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3003,498.68
1447232834,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2095,384.12
1447178730,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2034,337.12
1447308638,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,973,136.88
1447143211,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,529,37.68
1447254054,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2992,525.68
1447170787,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2066,369.12
1447219267,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3914,644.24
1447296452,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1222,164.56
1447232836,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3876,717.24
1447138895,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2079,345.12
1447178731,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1136,184.56
1447138905,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3931,777.24
1447211523,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2393,434.64
1447364332,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1655,257.76
1447260626,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2078,345.12
1447398418,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,946,148.88
1447308588,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2120,335.12
1447202440,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1230,195.56
1447351443,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2115,344.12
1447158021,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2045,346.12
1447316598,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,935,134.88
1447155064,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2943,540.68
1447329979,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2936,567.68
1447191278,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2985,484.68
1447373139,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2938,521.68
1447363982,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,716,83.36
1447211524,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,4464,813.28
1447202439,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2109,331.12
1447241230,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2978,504.68
1447143197,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2100,333.12
1447158022,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2066,341.12
1447170790,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2972,508.68
1447254059,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2069,348.12
1447316597,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2233,404.8
1447381636,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2088,353.12
1447178729,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2665,417.92
1447202433,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1961,308.36
1447138903,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2974,524.16
1447296449,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2322,397.6
1447296451,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,950,132.56
1447358736,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1942,292.36
1447202425,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,352,19.08
1447143196,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1208,176.72
1447202193,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2117,293.44
1447211522,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2087,341.44
1447158025,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3927,608.88
1447352432,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,4090,641.04
1447155058,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3851,704.88
1447170794,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3927,619.88
1447191283,26/05/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3845,676.88
1447306623,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699333,PLANT03,PORT09,1529,300825142725
1447306542,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,1495,265335969889352
1447392841,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,899,132667984944676
1447306544,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,1437,265335969889352
1447189596,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1914,5.94
1447189595,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1956,5.94
1447189594,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1964,5.94
1447405924,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1961,5.94
1447306545,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,3624,11.82
1447182455,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699562,PLANT03,PORT09,4802,889232813360431
1447320770,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699562,PLANT03,PORT09,4871,889232813360431
1447317000,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699562,PLANT03,PORT09,1768,29641093778681
1447320724,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699564,PLANT03,PORT09,10054,893193114436675
1447306568,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699564,PLANT03,PORT09,14988,133978967165501
1447306638,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699564,PLANT03,PORT09,10079,893193114436675
1447399897,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,12802,108954651988281
1447306541,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,5308,435818607953125
1447306622,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,10309,87163721590625
1447320842,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,10235,87163721590625
1447399895,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,10295,87163721590625
1447320824,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699793,PLANT03,PORT09,1910,5.92
1447418501,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1700980,PLANT03,PORT09,2840,5.76
1447379298,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,12737,930225411425535
1447269469,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,42789,286276639884682
1447379326,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,7821,558135246855321
1447269471,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,20304,138836065828086
1447182454,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,15243,111627049371064
1447379202,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,10279,744180329140428
1447344846,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,1156,644666666666667
1447412853,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,1233,6.44
1447313127,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,1196,6.4
1447320656,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699315,PLANT03,PORT09,19176,519797660839383
1447269470,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699315,PLANT03,PORT09,5648,167085045954109
1447182459,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699312,PLANT03,PORT09,3905,9471312
1447182461,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,6662,133313463882912
1447410409,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,13116,306626927765823
1447306546,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,1847,358283659707279
1447403804,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,6694,133313463882912
1447392327,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,3505,716567319414558
1447392329,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,6652,143313463882912
1447392328,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,5125,107485097912184
1447320843,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,5966,819993052274901
1447379299,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,4060,546662034849934
1447399896,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,11655,17399861045498
1447355126,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,6010,819993052274901
1447379325,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,7920,119332406969987
1447182475,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699371,PLANT03,PORT09,6005,589770680045902
1447182479,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699371,PLANT03,PORT09,2249,196590226681967
1447320825,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699836,PLANT03,PORT09,12243,118.74
1447405963,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699836,PLANT03,PORT09,3864,33.86
1447320802,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,8665,451932847197321
1447306593,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,858,315666319426658
1447306625,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,2677,136266527770663
1447405948,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,854,315666319426658
1447182482,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699327,PLANT03,PORT09,926,269747769315976
1447405955,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699623,PLANT03,PORT09,10531,391806515399841
1447325922,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,12240,462910961650617
1447182469,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,840,211455480825308
1447392876,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,9288,347183221237963
1447325914,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,844,211455480825308
1447325916,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,15926,569784250145802
1447269587,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,1445,398700572334211
1447182481,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,3291,996751430835526
1447406047,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,3250,996751430835526
1447242979,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,4500,127919748396609
1447340138,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,5049,157622569596124
1447252497,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,2682,788112847980622
1447340137,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,5088,157622569596124
1447182464,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699418,PLANT03,PORT09,14093,483033653173361
1447405956,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699418,PLANT03,PORT09,890,192623327466678
1447405946,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,5092,131548605160533
1447365155,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,2708,707743025802667
1447405962,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,7494,2323229077408
1447316993,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,2704,707743025802667
1447340136,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,9853,293097210321067
1447331106,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,12895,3915650885464
1447182477,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,5075,151548605160533
1447325827,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,897,176935756450667
1447325826,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,2700,707743025802667
1447320841,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,10274,225884984420064
1447399894,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,10333,215884984420064
1447405987,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,7282,165119489094045
1447320771,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,4314,943539937680256
1447182456,26/05/2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,5323,127942492210032
1447320772,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,3318,707654953260192
1447327176,26/05/2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699378,PLANT03,PORT09,3324,533898199495833
